gene,id,desc
ITGA6,ENSG00000091409,integrin subunit alpha 6 [Source:HGNC Symbol;Acc:HGNC:6142]
KDR,ENSG00000128052,kinase insert domain receptor [Source:HGNC Symbol;Acc:HGNC:6307]
LHX6,ENSG00000106852,LIM homeobox 6 [Source:HGNC Symbol;Acc:HGNC:21735]
LMO2,ENSG00000135363,LIM domain only 2 [Source:HGNC Symbol;Acc:HGNC:6642]
MAP2,ENSG00000078018,microtubule associated protein 2 [Source:HGNC Symbol;Acc:HGNC:6839]
MIXL1,ENSG00000185155,Mix paired-like homeobox [Source:HGNC Symbol;Acc:HGNC:13363]
MYBPC2,ENSG00000086967,myosin binding protein C2 [Source:HGNC Symbol;Acc:HGNC:7550]
MYH6,ENSG00000197616,myosin heavy chain 6 [Source:HGNC Symbol;Acc:HGNC:7576]
NANOG,ENSG00000111704,Nanog homeobox [Source:HGNC Symbol;Acc:HGNC:20857]
NES,ENSG00000132688,nestin [Source:HGNC Symbol;Acc:HGNC:7756]
NEUROD1,ENSG00000162992,neuronal differentiation 1 [Source:HGNC Symbol;Acc:HGNC:7762]
NEUROD6,ENSG00000164600,neuronal differentiation 6 [Source:HGNC Symbol;Acc:HGNC:13804]
NEUROG2,ENSG00000178403,neurogenin 2 [Source:HGNC Symbol;Acc:HGNC:13805]
NFATC2,ENSG00000101096,nuclear factor of activated T cells 2 [Source:HGNC Symbol;Acc:HGNC:7776]
NKX2-5,ENSG00000183072,NK2 homeobox 5 [Source:HGNC Symbol;Acc:HGNC:2488]
NKX2-1,ENSG00000136352,NK2 homeobox 1 [Source:HGNC Symbol;Acc:HGNC:11825]
NPAS1,ENSG00000130751,neuronal PAS domain protein 1 [Source:HGNC Symbol;Acc:HGNC:7894]
NR2E1,ENSG00000112333,nuclear receptor subfamily 2 group E member 1 [Source:HGNC Symbol;Acc:HGNC:7973]
NR2F1,ENSG00000175745,nuclear receptor subfamily 2 group F member 1 [Source:HGNC Symbol;Acc:HGNC:7975]
NR2F6,ENSG00000160113,nuclear receptor subfamily 2 group F member 6 [Source:HGNC Symbol;Acc:HGNC:7977]
NR4A2,ENSG00000153234,nuclear receptor subfamily 4 group A member 2 [Source:HGNC Symbol;Acc:HGNC:7981]
NR6A1,ENSG00000148200,nuclear receptor subfamily 6 group A member 1 [Source:HGNC Symbol;Acc:HGNC:7985]
NRP1,ENSG00000099250,neuropilin 1 [Source:HGNC Symbol;Acc:HGNC:8004]
ONECUT1,ENSG00000169856,one cut homeobox 1 [Source:HGNC Symbol;Acc:HGNC:8138]
ONECUT2,ENSG00000119547,one cut homeobox 2 [Source:HGNC Symbol;Acc:HGNC:8139]
OTX2,ENSG00000165588,orthodenticle homeobox 2 [Source:HGNC Symbol;Acc:HGNC:8522]
PAX3,ENSG00000135903,paired box 3 [Source:HGNC Symbol;Acc:HGNC:8617]
PAX6,ENSG00000007372,paired box 6 [Source:HGNC Symbol;Acc:HGNC:8620]
PDGFRA,ENSG00000134853,platelet derived growth factor receptor alpha [Source:HGNC Symbol;Acc:HGNC:8803]
PECAM1,ENSG00000261371,platelet and endothelial cell adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:8823]
POU5F1,ENSG00000204531,POU class 5 homeobox 1 [Source:HGNC Symbol;Acc:HGNC:9221]
PRDM14,ENSG00000147596,PR/SET domain 14 [Source:HGNC Symbol;Acc:HGNC:14001]
SETD7,ENSG00000145391,"SET domain containing 7, histone lysine methyltransferase [Source:HGNC Symbol;Acc:HGNC:30412]"
SIX2,ENSG00000170577,SIX homeobox 2 [Source:HGNC Symbol;Acc:HGNC:10888]
SOX1,ENSG00000182968,SRY-box transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:11189]
SOX10,ENSG00000100146,SRY-box transcription factor 10 [Source:HGNC Symbol;Acc:HGNC:11190]
SOX17,ENSG00000164736,SRY-box transcription factor 17 [Source:HGNC Symbol;Acc:HGNC:18122]
SOX2,ENSG00000181449,SRY-box transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:11195]
SOX9,ENSG00000125398,SRY-box transcription factor 9 [Source:HGNC Symbol;Acc:HGNC:11204]
TAL1,ENSG00000162367,"TAL bHLH transcription factor 1, erythroid differentiation factor [Source:HGNC Symbol;Acc:HGNC:11556]"
TBX15,ENSG00000092607,T-box transcription factor 15 [Source:HGNC Symbol;Acc:HGNC:11594]
TBX18,ENSG00000112837,T-box transcription factor 18 [Source:HGNC Symbol;Acc:HGNC:11595]
TBX5,ENSG00000089225,T-box transcription factor 5 [Source:HGNC Symbol;Acc:HGNC:11604]
TNNT2,ENSG00000118194,"troponin T2, cardiac type [Source:HGNC Symbol;Acc:HGNC:11949]"
TP53,ENSG00000141510,tumor protein p53 [Source:HGNC Symbol;Acc:HGNC:11998]
TP63,ENSG00000073282,tumor protein p63 [Source:HGNC Symbol;Acc:HGNC:15979]
TTN,ENSG00000155657,titin [Source:HGNC Symbol;Acc:HGNC:12403]
WT1,ENSG00000184937,WT1 transcription factor [Source:HGNC Symbol;Acc:HGNC:12796]
ZBTB16,ENSG00000109906,zinc finger and BTB domain containing 16 [Source:HGNC Symbol;Acc:HGNC:12930]
ZIC2,ENSG00000043355,Zic family member 2 [Source:HGNC Symbol;Acc:HGNC:12873]
ZIC5,ENSG00000139800,Zic family member 5 [Source:HGNC Symbol;Acc:HGNC:20322]
SIX6,ENSG00000184302,SIX homeobox 6 [Source:HGNC Symbol;Acc:HGNC:10892]
RDH10,ENSG00000121039,retinol dehydrogenase 10 [Source:HGNC Symbol;Acc:HGNC:19975]
RBP3,ENSG00000265203,retinol binding protein 3 [Source:HGNC Symbol;Acc:HGNC:9921]
IRX5,ENSG00000176842,iroquois homeobox 5 [Source:HGNC Symbol;Acc:HGNC:14361]
RP1L1,ENSG00000183638,RP1 like 1 [Source:HGNC Symbol;Acc:HGNC:15946]
AIPL1,ENSG00000129221,aryl hydrocarbon receptor interacting protein like 1 [Source:HGNC Symbol;Acc:HGNC:359]
NYX,ENSG00000188937,nyctalopin [Source:HGNC Symbol;Acc:HGNC:8082]
PDE6B,ENSG00000133256,phosphodiesterase 6B [Source:HGNC Symbol;Acc:HGNC:8786]
NEUROG1,ENSG00000181965,neurogenin 1 [Source:HGNC Symbol;Acc:HGNC:7764]
NEUROD4,ENSG00000123307,neuronal differentiation 4 [Source:HGNC Symbol;Acc:HGNC:13802]
TLX2,ENSG00000115297,T cell leukemia homeobox 2 [Source:HGNC Symbol;Acc:HGNC:5057]
CABP1,ENSG00000157782,calcium binding protein 1 [Source:HGNC Symbol;Acc:HGNC:1384]
EYA4,ENSG00000112319,EYA transcriptional coactivator and phosphatase 4 [Source:HGNC Symbol;Acc:HGNC:3522]
WNT10B,ENSG00000169884,Wnt family member 10B [Source:HGNC Symbol;Acc:HGNC:12775]
TUBB3,ENSG00000258947,tubulin beta 3 class III [Source:HGNC Symbol;Acc:HGNC:20772]
CHRNB2,ENSG00000160716,cholinergic receptor nicotinic beta 2 subunit [Source:HGNC Symbol;Acc:HGNC:1962]
RSPO2,ENSG00000147655,R-spondin 2 [Source:HGNC Symbol;Acc:HGNC:28583]
CDH23,ENSG00000107736,cadherin related 23 [Source:HGNC Symbol;Acc:HGNC:13733]
SOX8,ENSG00000005513,SRY-box transcription factor 8 [Source:HGNC Symbol;Acc:HGNC:11203]
LMX1B,ENSG00000136944,LIM homeobox transcription factor 1 beta [Source:HGNC Symbol;Acc:HGNC:6654]
ZIC1,ENSG00000152977,Zic family member 1 [Source:HGNC Symbol;Acc:HGNC:12872]
OPN5,ENSG00000124818,opsin 5 [Source:HGNC Symbol;Acc:HGNC:19992]
BMP2,ENSG00000125845,bone morphogenetic protein 2 [Source:HGNC Symbol;Acc:HGNC:1069]
GDF7,ENSG00000143869,growth differentiation factor 7 [Source:HGNC Symbol;Acc:HGNC:4222]
HOXD13,ENSG00000128714,homeobox D13 [Source:HGNC Symbol;Acc:HGNC:5136]
DMRTC2,ENSG00000142025,DMRT like family C2 [Source:HGNC Symbol;Acc:HGNC:13911]
NKX1-2,ENSG00000229544,NK1 homeobox 2 [Source:HGNC Symbol;Acc:HGNC:31652]
NKX2-4,ENSG00000125816,NK2 homeobox 4 [Source:HGNC Symbol;Acc:HGNC:7837]
POU5F2,ENSG00000248483,"POU domain class 5, transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:26367]"
LMX1A,ENSG00000162761,LIM homeobox transcription factor 1 alpha [Source:HGNC Symbol;Acc:HGNC:6653]
SIM1,ENSG00000112246,SIM bHLH transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:10882]
SIM2,ENSG00000159263,SIM bHLH transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:10883]
SIX4,ENSG00000100625,SIX homeobox 4 [Source:HGNC Symbol;Acc:HGNC:10890]
TBX20,ENSG00000164532,T-box transcription factor 20 [Source:HGNC Symbol;Acc:HGNC:11598]
WNT1,ENSG00000125084,Wnt family member 1 [Source:HGNC Symbol;Acc:HGNC:12774]
WNT3,ENSG00000108379,Wnt family member 3 [Source:HGNC Symbol;Acc:HGNC:12782]
WNT3A,ENSG00000154342,Wnt family member 3A [Source:HGNC Symbol;Acc:HGNC:15983]
WNT4,ENSG00000162552,Wnt family member 4 [Source:HGNC Symbol;Acc:HGNC:12783]
WNT9A,ENSG00000143816,Wnt family member 9A [Source:HGNC Symbol;Acc:HGNC:12778]
WNT9B,ENSG00000158955,Wnt family member 9B [Source:HGNC Symbol;Acc:HGNC:12779]
PDPN,ENSG00000162493,podoplanin [Source:HGNC Symbol;Acc:HGNC:29602]
SEMA3A,ENSG00000075213,semaphorin 3A [Source:HGNC Symbol;Acc:HGNC:10723]
SEMA3E,ENSG00000170381,semaphorin 3E [Source:HGNC Symbol;Acc:HGNC:10727]
SPOCK2,ENSG00000107742,"SPARC (osteonectin), cwcv and kazal like domains proteoglycan 2 [Source:HGNC Symbol;Acc:HGNC:13564]"
RTKN2,ENSG00000182010,rhotekin 2 [Source:HGNC Symbol;Acc:HGNC:19364]
SCNN1G,ENSG00000166828,sodium channel epithelial 1 subunit gamma [Source:HGNC Symbol;Acc:HGNC:10602]
ABCA5,ENSG00000154265,ATP binding cassette subfamily A member 5 [Source:HGNC Symbol;Acc:HGNC:35]
CYP4B1,ENSG00000142973,cytochrome P450 family 4 subfamily B member 1 [Source:HGNC Symbol;Acc:HGNC:2644]
CAV1,ENSG00000105974,caveolin 1 [Source:HGNC Symbol;Acc:HGNC:1527]
CPED1,ENSG00000106034,cadherin like and PC-esterase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26159]
SFTPC,ENSG00000168484,surfactant protein C [Source:HGNC Symbol;Acc:HGNC:10802]
SLC34A2,ENSG00000157765,solute carrier family 34 member 2 [Source:HGNC Symbol;Acc:HGNC:11020]
SFTPA1,ENSG00000122852,surfactant protein A1 [Source:HGNC Symbol;Acc:HGNC:10798]
ANK3,ENSG00000151150,ankyrin 3 [Source:HGNC Symbol;Acc:HGNC:494]
PPP1R14C,ENSG00000198729,protein phosphatase 1 regulatory inhibitor subunit 14C [Source:HGNC Symbol;Acc:HGNC:14952]
PBK,ENSG00000168078,PDZ binding kinase [Source:HGNC Symbol;Acc:HGNC:18282]
CDK1,ENSG00000170312,cyclin dependent kinase 1 [Source:HGNC Symbol;Acc:HGNC:1722]
CDCA8,ENSG00000134690,cell division cycle associated 8 [Source:HGNC Symbol;Acc:HGNC:14629]
CDCA3,ENSG00000111665,cell division cycle associated 3 [Source:HGNC Symbol;Acc:HGNC:14624]
PCLAF,ENSG00000166803,PCNA clamp associated factor [Source:HGNC Symbol;Acc:HGNC:28961]
HMMR,ENSG00000072571,hyaluronan mediated motility receptor [Source:HGNC Symbol;Acc:HGNC:5012]
CCNA2,ENSG00000145386,cyclin A2 [Source:HGNC Symbol;Acc:HGNC:1578]
BIRC5,ENSG00000089685,baculoviral IAP repeat containing 5 [Source:HGNC Symbol;Acc:HGNC:593]
MKI67,ENSG00000148773,marker of proliferation Ki-67 [Source:HGNC Symbol;Acc:HGNC:7107]
KNSTRN,ENSG00000128944,kinetochore localized astrin (SPAG5) binding protein [Source:HGNC Symbol;Acc:HGNC:30767]
WNT5B,ENSG00000111186,Wnt family member 5B [Source:HGNC Symbol;Acc:HGNC:16265]
SPRR1A,ENSG00000169474,small proline rich protein 1A [Source:HGNC Symbol;Acc:HGNC:11259]
MYO1G,ENSG00000136286,myosin IG [Source:HGNC Symbol;Acc:HGNC:13880]
MYOM1,ENSG00000101605,myomesin 1 [Source:HGNC Symbol;Acc:HGNC:7613]
MYC,ENSG00000136997,"MYC proto-oncogene, bHLH transcription factor [Source:HGNC Symbol;Acc:HGNC:7553]"
CACNB4,ENSG00000182389,calcium voltage-gated channel auxiliary subunit beta 4 [Source:HGNC Symbol;Acc:HGNC:1404]
EDN1,ENSG00000078401,endothelin 1 [Source:HGNC Symbol;Acc:HGNC:3176]
PHTF2,ENSG00000006576,putative homeodomain transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:13411]
TPX2,ENSG00000088325,TPX2 microtubule nucleation factor [Source:HGNC Symbol;Acc:HGNC:1249]
DIAPH3,ENSG00000139734,diaphanous related formin 3 [Source:HGNC Symbol;Acc:HGNC:15480]
Cbr2,ENSMUSG00000025150,carbonyl reductase 2 [Source:MGI Symbol;Acc:MGI:107200]
Lyz2,ENSMUSG00000069516,lysozyme 2 [Source:MGI Symbol;Acc:MGI:96897]
Scd1,ENSMUSG00000037071,stearoyl-Coenzyme A desaturase 1 [Source:MGI Symbol;Acc:MGI:98239]
Chil1,ENSMUSG00000064246,chitinase-like 1 [Source:MGI Symbol;Acc:MGI:1340899]
OTX1,ENSG00000115507,orthodenticle homeobox 1 [Source:HGNC Symbol;Acc:HGNC:8521]
SOX3,ENSG00000134595,SRY-box transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:11199]
POU6F2,ENSG00000106536,POU class 6 homeobox 2 [Source:HGNC Symbol;Acc:HGNC:21694]
GLI3,ENSG00000106571,GLI family zinc finger 3 [Source:HGNC Symbol;Acc:HGNC:4319]
NOTCH1,ENSG00000148400,notch receptor 1 [Source:HGNC Symbol;Acc:HGNC:7881]
NOTCH2,ENSG00000134250,notch receptor 2 [Source:HGNC Symbol;Acc:HGNC:7882]
NOTCH3,ENSG00000074181,notch receptor 3 [Source:HGNC Symbol;Acc:HGNC:7883]
SALL1,ENSG00000103449,spalt like transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:10524]
SALL2,ENSG00000165821,spalt like transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:10526]
SALL3,ENSG00000256463,spalt like transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:10527]
TRPS1,ENSG00000104447,transcriptional repressor GATA binding 1 [Source:HGNC Symbol;Acc:HGNC:12340]
YAP1,ENSG00000137693,Yes1 associated transcriptional regulator [Source:HGNC Symbol;Acc:HGNC:16262]
DMRTA2,ENSG00000142700,DMRT like family A2 [Source:HGNC Symbol;Acc:HGNC:13908]
ETV1,ENSG00000006468,ETS variant transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:3490]
ETV5,ENSG00000244405,ETS variant transcription factor 5 [Source:HGNC Symbol;Acc:HGNC:3494]
LITAF,ENSG00000189067,lipopolysaccharide induced TNF factor [Source:HGNC Symbol;Acc:HGNC:16841]
NFE2L2,ENSG00000116044,NFE2 like bZIP transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:7782]
TCF7L2,ENSG00000148737,transcription factor 7 like 2 [Source:HGNC Symbol;Acc:HGNC:11641]
PLAGL1,ENSG00000118495,PLAG1 like zinc finger 1 [Source:HGNC Symbol;Acc:HGNC:9046]
REST,ENSG00000084093,RE1 silencing transcription factor [Source:HGNC Symbol;Acc:HGNC:9966]
FOS,ENSG00000170345,"Fos proto-oncogene, AP-1 transcription factor subunit [Source:HGNC Symbol;Acc:HGNC:3796]"
FOSB,ENSG00000125740,"FosB proto-oncogene, AP-1 transcription factor subunit [Source:HGNC Symbol;Acc:HGNC:3797]"
EGR1,ENSG00000120738,early growth response 1 [Source:HGNC Symbol;Acc:HGNC:3238]
EMX2,ENSG00000170370,empty spiracles homeobox 2 [Source:HGNC Symbol;Acc:HGNC:3341]
EMX1,ENSG00000135638,empty spiracles homeobox 1 [Source:HGNC Symbol;Acc:HGNC:3340]
STAT3,ENSG00000168610,signal transducer and activator of transcription 3 [Source:HGNC Symbol;Acc:HGNC:11364]
MEIS1,ENSG00000143995,Meis homeobox 1 [Source:HGNC Symbol;Acc:HGNC:7000]
MEIS2,ENSG00000134138,Meis homeobox 2 [Source:HGNC Symbol;Acc:HGNC:7001]
PRDM16,ENSG00000142611,PR/SET domain 16 [Source:HGNC Symbol;Acc:HGNC:14000]
SMAD1,ENSG00000170365,SMAD family member 1 [Source:HGNC Symbol;Acc:HGNC:6767]
SMAD5,ENSG00000113658,SMAD family member 5 [Source:HGNC Symbol;Acc:HGNC:6771]
SMAD9,ENSG00000120693,SMAD family member 9 [Source:HGNC Symbol;Acc:HGNC:6774]
ZBTB20,ENSG00000181722,zinc finger and BTB domain containing 20 [Source:HGNC Symbol;Acc:HGNC:13503]
NFIA,ENSG00000162599,nuclear factor I A [Source:HGNC Symbol;Acc:HGNC:7784]
BARD1,ENSG00000138376,BRCA1 associated RING domain 1 [Source:HGNC Symbol;Acc:HGNC:952]
ZFP36L2,ENSG00000152518,ZFP36 ring finger protein like 2 [Source:HGNC Symbol;Acc:HGNC:1108]
BBX,ENSG00000114439,BBX high mobility group box domain containing [Source:HGNC Symbol;Acc:HGNC:14422]
KLF6,ENSG00000067082,KLF transcription factor 6 [Source:HGNC Symbol;Acc:HGNC:2235]
TLE1,ENSG00000196781,"TLE family member 1, transcriptional corepressor [Source:HGNC Symbol;Acc:HGNC:11837]"
TLE3,ENSG00000140332,"TLE family member 3, transcriptional corepressor [Source:HGNC Symbol;Acc:HGNC:11839]"
TLE4,ENSG00000106829,"TLE family member 4, transcriptional corepressor [Source:HGNC Symbol;Acc:HGNC:11840]"
DACH1,ENSG00000276644,dachshund family transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:2663]
WDHD1,ENSG00000198554,WD repeat and HMG-box DNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:23170]
TFAP2C,ENSG00000087510,transcription factor AP-2 gamma [Source:HGNC Symbol;Acc:HGNC:11744]
ZFHX4,ENSG00000091656,zinc finger homeobox 4 [Source:HGNC Symbol;Acc:HGNC:30939]
E2F7,ENSG00000165891,E2F transcription factor 7 [Source:HGNC Symbol;Acc:HGNC:23820]
ATAD2,ENSG00000156802,ATPase family AAA domain containing 2 [Source:HGNC Symbol;Acc:HGNC:30123]
ENC1,ENSG00000171617,ectodermal-neural cortex 1 [Source:HGNC Symbol;Acc:HGNC:3345]
POU3F2,ENSG00000184486,POU class 3 homeobox 2 [Source:HGNC Symbol;Acc:HGNC:9215]
LHX2,ENSG00000106689,LIM homeobox 2 [Source:HGNC Symbol;Acc:HGNC:6594]
ARX,ENSG00000004848,aristaless related homeobox [Source:HGNC Symbol;Acc:HGNC:18060]
TOX3,ENSG00000103460,TOX high mobility group box family member 3 [Source:HGNC Symbol;Acc:HGNC:11972]
CDCA7L,ENSG00000164649,cell division cycle associated 7 like [Source:HGNC Symbol;Acc:HGNC:30777]
TCF19,ENSG00000137310,transcription factor 19 [Source:HGNC Symbol;Acc:HGNC:11629]
ZNF850,ENSG00000267041,zinc finger protein 850 [Source:HGNC Symbol;Acc:HGNC:27994]
S100B,ENSG00000160307,S100 calcium binding protein B [Source:HGNC Symbol;Acc:HGNC:10500]
OLIG1,ENSG00000184221,oligodendrocyte transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:16983]
OLIG2,ENSG00000205927,oligodendrocyte transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:9398]
CD82,ENSG00000085117,CD82 molecule [Source:HGNC Symbol;Acc:HGNC:6210]
MASP1,ENSG00000127241,MBL associated serine protease 1 [Source:HGNC Symbol;Acc:HGNC:6901]
STEAP1B,ENSG00000105889,STEAP family member 1B [Source:HGNC Symbol;Acc:HGNC:41907]
CMTM5,ENSG00000166091,CKLF like MARVEL transmembrane domain containing 5 [Source:HGNC Symbol;Acc:HGNC:19176]
CDH10,ENSG00000040731,cadherin 10 [Source:HGNC Symbol;Acc:HGNC:1749]
SORCS1,ENSG00000108018,sortilin related VPS10 domain containing receptor 1 [Source:HGNC Symbol;Acc:HGNC:16697]
NTRK3,ENSG00000140538,neurotrophic receptor tyrosine kinase 3 [Source:HGNC Symbol;Acc:HGNC:8033]
ASTN2,ENSG00000148219,astrotactin 2 [Source:HGNC Symbol;Acc:HGNC:17021]
LIFR,ENSG00000113594,LIF receptor subunit alpha [Source:HGNC Symbol;Acc:HGNC:6597]
NLGN1,ENSG00000169760,neuroligin 1 [Source:HGNC Symbol;Acc:HGNC:14291]
TPK1,ENSG00000196511,thiamin pyrophosphokinase 1 [Source:HGNC Symbol;Acc:HGNC:17358]
APOO,ENSG00000184831,apolipoprotein O [Source:HGNC Symbol;Acc:HGNC:28727]
RORA,ENSG00000069667,RAR related orphan receptor A [Source:HGNC Symbol;Acc:HGNC:10258]
MYO6,ENSG00000196586,myosin VI [Source:HGNC Symbol;Acc:HGNC:7605]
MYO1E,ENSG00000157483,myosin IE [Source:HGNC Symbol;Acc:HGNC:7599]
TMPRSS5,ENSG00000166682,transmembrane serine protease 5 [Source:HGNC Symbol;Acc:HGNC:14908]
MTHFD1L,ENSG00000120254,methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1 like [Source:HGNC Symbol;Acc:HGNC:21055]
CYBA,ENSG00000051523,cytochrome b-245 alpha chain [Source:HGNC Symbol;Acc:HGNC:2577]
APOE,ENSG00000130203,apolipoprotein E [Source:HGNC Symbol;Acc:HGNC:613]
CLU,ENSG00000120885,clusterin [Source:HGNC Symbol;Acc:HGNC:2095]
GLUL,ENSG00000135821,glutamate-ammonia ligase [Source:HGNC Symbol;Acc:HGNC:4341]
FRZB,ENSG00000162998,frizzled related protein [Source:HGNC Symbol;Acc:HGNC:3959]
VIM,ENSG00000026025,vimentin [Source:HGNC Symbol;Acc:HGNC:12692]
PTPRZ1,ENSG00000106278,protein tyrosine phosphatase receptor type Z1 [Source:HGNC Symbol;Acc:HGNC:9685]
PCDH10,ENSG00000138650,protocadherin 10 [Source:HGNC Symbol;Acc:HGNC:13404]
PRDX6,ENSG00000117592,peroxiredoxin 6 [Source:HGNC Symbol;Acc:HGNC:16753]
LIX1,ENSG00000145721,limb and CNS expressed 1 [Source:HGNC Symbol;Acc:HGNC:18581]
CCNB2,ENSG00000157456,cyclin B2 [Source:HGNC Symbol;Acc:HGNC:1580]
DCX,ENSG00000077279,doublecortin [Source:HGNC Symbol;Acc:HGNC:2714]
HES6,ENSG00000144485,hes family bHLH transcription factor 6 [Source:HGNC Symbol;Acc:HGNC:18254]
NCAM1,ENSG00000149294,neural cell adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:7656]
DLX5,ENSG00000105880,distal-less homeobox 5 [Source:HGNC Symbol;Acc:HGNC:2918]
NKX6-2,ENSG00000148826,NK6 homeobox 2 [Source:HGNC Symbol;Acc:HGNC:19321]
NKX2-2,ENSG00000125820,NK2 homeobox 2 [Source:HGNC Symbol;Acc:HGNC:7835]
