configuration,inputs,output,target,latency,input_tokens,output_tokens,total_tokens,cost,trace_id,start_timestamp,organization_id,error,status,deployment_id,cache_hit,output_for_eval_metrics,evaluation_metric_names,scores,feedback_score,trace_name,children,end_timestamp,end_user_identifier,metadata,tags
"{'model': 'gpt-4', 'provider': 'openai', 'model_params': {'temp': 1.0, 'top_p': 1.0, 'frequency_penalty': 0.0, 'presence_penalty': 0.0, 'max_length': None}, 'messages': [{'role': 'system', 'content': 'You are a friendly, and helpful assistant that helps people with their homework.'}, {'role': 'user', 'content': 'who ar eu?'}, {'role': 'assistant', 'content': 'Oh, I am an intricate bundle of codes and algorithms, kind of a virtual assistant designed to make your life easier. I am programmatically ready to assist you. Do you have specific tasks for me?'}, {'role': 'user', 'content': 'who areu?'}], 'functions': None, 'function_call': None}",{},I'm an AI developed by OpenAI. I'm here to help answer your questions and assist you with a variety of topics. How can I assist you today?,,2.181528091430664,83,33,116,0.00447,1daeb8d4-63d9-4442-af85-d09de7f2dcf4,2023-12-04 15:45:07 EST,,,success,,False,,,,,LLM,[],2023-12-04 15:45:09 EST,,,
"{'model': None, 'provider': None, 'model_params': None, 'messages': None, 'functions': None, 'function_call': None}","{'messages': [{'role': 'user', 'content': 'who ar eu?'}, {'role': 'assistant', 'content': 'Oh, I am an intricate bundle of codes and algorithms, kind of a virtual assistant designed to make your life easier. I am programmatically ready to assist you. Do you have specific tasks for me?'}, {'role': 'user', 'content': 'who areu?'}, {'role': 'assistant', 'content': ""I'm an AI developed by OpenAI. I'm here to help answer your questions and assist you with a variety of topics. How can I assist you today?""}, {'role': 'user', 'content': 'ok'}, {'role': 'assistant', 'content': ""I'm sure you're curious, but could we focus on why you're here? How can I assist you today?""}]}","""I'm an AI developed by OpenAI. I'm here to help answer your questions and assist you with a variety of topics. How can I assist you today?""",,2.741804838180542,0,0,0,0.0,c4c2bcbf-3ac0-44c1-9171-d4fbc33b069f,2023-12-04 15:45:07 EST,,,success,,False,"""I'm an AI developed by OpenAI. I'm here to help answer your questions and assist you with a variety of topics. How can I assist you today?""",,"[{'name': 'friendliness', 'score': 1.0}, {'name': 'usefulness', 'score': 0.0}]",,helpful_the_second_time,"['1daeb8d4-63d9-4442-af85-d09de7f2dcf4', 'f75c2ced-981b-4447-a14c-cd87ba44fa6b']",2023-12-04 15:45:10 EST,,,
"{'model': None, 'provider': None, 'model_params': None, 'messages': None, 'functions': None, 'function_call': None}","{'messages': [{'role': 'user', 'content': 'who ar eu?'}, {'role': 'assistant', 'content': 'Oh, I am an intricate bundle of codes and algorithms, kind of a virtual assistant designed to make your life easier. I am programmatically ready to assist you. Do you have specific tasks for me?'}, {'role': 'user', 'content': 'who areu?'}, {'role': 'assistant', 'content': ""I'm an AI developed by OpenAI. I'm here to help answer your questions and assist you with a variety of topics. How can I assist you today?""}, {'role': 'user', 'content': 'ok'}, {'role': 'assistant', 'content': ""I'm sure you're curious, but could we focus on why you're here? How can I assist you today?""}]}","""I'm an AI developed by OpenAI. I'm here to help answer your questions and assist you with a variety of topics. How can I assist you today?""",,2.741804838180542,0,0,0,0.0,c4c2bcbf-3ac0-44c1-9171-d4fbc33b069f,2023-12-04 15:45:07 EST,,,success,,False,"""I'm an AI developed by OpenAI. I'm here to help answer your questions and assist you with a variety of topics. How can I assist you today?""",,"[{'name': 'friendliness', 'score': 1.0}, {'name': 'usefulness', 'score': 0.0}]",,helpful_the_second_time,"['1daeb8d4-63d9-4442-af85-d09de7f2dcf4', 'f75c2ced-981b-4447-a14c-cd87ba44fa6b']",2023-12-04 15:45:10 EST,,,
"{'model': 'gpt-4', 'provider': 'openai', 'model_params': {'temp': 1.0, 'top_p': 1.0, 'frequency_penalty': 0.0, 'presence_penalty': 0.0, 'max_length': None}, 'messages': [{'role': 'system', 'content': 'Assess if the user has asked the last question before or is asking again for more information on a previous topic. If so, respond ASKED_BEFORE. Otherwise, respond NOT_ASKED_BEFORE.'}, {'role': 'user', 'content': 'who ar eu?'}, {'role': 'assistant', 'content': 'Oh, I am an intricate bundle of codes and algorithms, kind of a virtual assistant designed to make your life easier. I am programmatically ready to assist you. Do you have specific tasks for me?'}, {'role': 'user', 'content': 'who areu?'}], 'functions': None, 'function_call': None}",{},ASKED_BEFORE,,0.5510280132293701,109,3,112,0.00345,f75c2ced-981b-4447-a14c-cd87ba44fa6b,2023-12-04 15:45:09 EST,,,success,,False,,,,,LLM,[],2023-12-04 15:45:10 EST,,,
"{'model': None, 'provider': None, 'model_params': None, 'messages': None, 'functions': None, 'function_call': None}","{'messages': [{'role': 'user', 'content': 'who ar eu?'}, {'role': 'assistant', 'content': 'Oh, I am an intricate bundle of codes and algorithms, kind of a virtual assistant designed to make your life easier. I am programmatically ready to assist you. Do you have specific tasks for me?'}, {'role': 'user', 'content': 'who areu?'}, {'role': 'assistant', 'content': ""I'm an AI developed by OpenAI. I'm here to help answer your questions and assist you with a variety of topics. How can I assist you today?""}, {'role': 'user', 'content': 'ok'}, {'role': 'assistant', 'content': ""I'm sure you're curious, but could we focus on why you're here? How can I assist you today?""}]}","""I'm an AI developed by OpenAI. I'm here to help answer your questions and assist you with a variety of topics. How can I assist you today?""",,2.741804838180542,0,0,0,0.0,c4c2bcbf-3ac0-44c1-9171-d4fbc33b069f,2023-12-04 15:45:07 EST,,,success,,False,"""I'm an AI developed by OpenAI. I'm here to help answer your questions and assist you with a variety of topics. How can I assist you today?""",,"[{'name': 'friendliness', 'score': 1.0}, {'name': 'usefulness', 'score': 0.0}]",,helpful_the_second_time,"['1daeb8d4-63d9-4442-af85-d09de7f2dcf4', 'f75c2ced-981b-4447-a14c-cd87ba44fa6b']",2023-12-04 15:45:10 EST,,,
"{'model': None, 'provider': None, 'model_params': None, 'messages': None, 'functions': None, 'function_call': None}","{'messages': [{'role': 'user', 'content': 'who ar eu?'}, {'role': 'assistant', 'content': 'Oh, I am an intricate bundle of codes and algorithms, kind of a virtual assistant designed to make your life easier. I am programmatically ready to assist you. Do you have specific tasks for me?'}, {'role': 'user', 'content': 'who areu?'}, {'role': 'assistant', 'content': ""I'm an AI developed by OpenAI. I'm here to help answer your questions and assist you with a variety of topics. How can I assist you today?""}, {'role': 'user', 'content': 'ok'}, {'role': 'assistant', 'content': ""I'm sure you're curious, but could we focus on why you're here? How can I assist you today?""}]}","""I'm an AI developed by OpenAI. I'm here to help answer your questions and assist you with a variety of topics. How can I assist you today?""",,2.741804838180542,0,0,0,0.0,c4c2bcbf-3ac0-44c1-9171-d4fbc33b069f,2023-12-04 15:45:07 EST,,,success,,False,"""I'm an AI developed by OpenAI. I'm here to help answer your questions and assist you with a variety of topics. How can I assist you today?""",,"[{'name': 'friendliness', 'score': 1.0}, {'name': 'usefulness', 'score': 0.0}]",,helpful_the_second_time,"['1daeb8d4-63d9-4442-af85-d09de7f2dcf4', 'f75c2ced-981b-4447-a14c-cd87ba44fa6b']",2023-12-04 15:45:10 EST,,,
"{'model': None, 'provider': None, 'model_params': None, 'messages': None, 'functions': None, 'function_call': None}","{'messages': [{'role': 'user', 'content': 'who ar eu?'}, {'role': 'assistant', 'content': 'Oh, I am an intricate bundle of codes and algorithms, kind of a virtual assistant designed to make your life easier. I am programmatically ready to assist you. Do you have specific tasks for me?'}, {'role': 'user', 'content': 'who areu?'}, {'role': 'assistant', 'content': ""I'm an AI developed by OpenAI. I'm here to help answer your questions and assist you with a variety of topics. How can I assist you today?""}, {'role': 'user', 'content': 'ok'}, {'role': 'assistant', 'content': ""I'm sure you're curious, but could we focus on why you're here? How can I assist you today?""}]}","""I'm sure you're curious, but could we focus on why you're here? How can I assist you today?""",,6.4785237312316895,0,0,0,0.0,5132a3ca-8886-4228-8c41-dd7bc3e61a84,2023-12-04 15:45:13 EST,,,success,,False,"""I'm sure you're curious, but could we focus on why you're here? How can I assist you today?""",,"[{'name': 'friendliness', 'score': 0.85}, {'name': 'usefulness', 'score': 0.0}]",,helpful_the_second_time,"['b011ad14-95f8-4e50-8aaa-6d56cb624947', '05411dbc-3b58-4a75-a70d-63c7f331cc2a', '00b472cb-ec6a-4b39-ac3b-4debb9df461b']",2023-12-04 15:45:19 EST,,,
"{'model': 'gpt-4', 'provider': 'openai', 'model_params': {'temp': 1.0, 'top_p': 1.0, 'frequency_penalty': 0.0, 'presence_penalty': 0.0, 'max_length': None}, 'messages': [{'role': 'system', 'content': 'You are a friendly, and helpful assistant that helps people with their homework.'}, {'role': 'user', 'content': 'who ar eu?'}, {'role': 'assistant', 'content': 'Oh, I am an intricate bundle of codes and algorithms, kind of a virtual assistant designed to make your life easier. I am programmatically ready to assist you. Do you have specific tasks for me?'}, {'role': 'user', 'content': 'who areu?'}, {'role': 'assistant', 'content': ""I'm an AI developed by OpenAI. I'm here to help answer your questions and assist you with a variety of topics. How can I assist you today?""}, {'role': 'user', 'content': 'ok'}], 'functions': None, 'function_call': None}",{},"Great! If you have any questions or need help with something, feel free to ask.",,2.3941550254821777,125,18,143,0.004829999999999999,b011ad14-95f8-4e50-8aaa-6d56cb624947,2023-12-04 15:45:13 EST,,,success,,False,,,,,LLM,[],2023-12-04 15:45:15 EST,,,
"{'model': None, 'provider': None, 'model_params': None, 'messages': None, 'functions': None, 'function_call': None}","{'messages': [{'role': 'user', 'content': 'who ar eu?'}, {'role': 'assistant', 'content': 'Oh, I am an intricate bundle of codes and algorithms, kind of a virtual assistant designed to make your life easier. I am programmatically ready to assist you. Do you have specific tasks for me?'}, {'role': 'user', 'content': 'who areu?'}, {'role': 'assistant', 'content': ""I'm an AI developed by OpenAI. I'm here to help answer your questions and assist you with a variety of topics. How can I assist you today?""}, {'role': 'user', 'content': 'ok'}, {'role': 'assistant', 'content': ""I'm sure you're curious, but could we focus on why you're here? How can I assist you today?""}]}","""I'm sure you're curious, but could we focus on why you're here? How can I assist you today?""",,6.4785237312316895,0,0,0,0.0,5132a3ca-8886-4228-8c41-dd7bc3e61a84,2023-12-04 15:45:13 EST,,,success,,False,"""I'm sure you're curious, but could we focus on why you're here? How can I assist you today?""",,"[{'name': 'friendliness', 'score': 0.85}, {'name': 'usefulness', 'score': 0.0}]",,helpful_the_second_time,"['b011ad14-95f8-4e50-8aaa-6d56cb624947', '05411dbc-3b58-4a75-a70d-63c7f331cc2a', '00b472cb-ec6a-4b39-ac3b-4debb9df461b']",2023-12-04 15:45:19 EST,,,
"{'model': None, 'provider': None, 'model_params': None, 'messages': None, 'functions': None, 'function_call': None}","{'messages': [{'role': 'user', 'content': 'who ar eu?'}, {'role': 'assistant', 'content': 'Oh, I am an intricate bundle of codes and algorithms, kind of a virtual assistant designed to make your life easier. I am programmatically ready to assist you. Do you have specific tasks for me?'}, {'role': 'user', 'content': 'who areu?'}, {'role': 'assistant', 'content': ""I'm an AI developed by OpenAI. I'm here to help answer your questions and assist you with a variety of topics. How can I assist you today?""}, {'role': 'user', 'content': 'ok'}, {'role': 'assistant', 'content': ""I'm sure you're curious, but could we focus on why you're here? How can I assist you today?""}]}","""I'm sure you're curious, but could we focus on why you're here? How can I assist you today?""",,6.4785237312316895,0,0,0,0.0,5132a3ca-8886-4228-8c41-dd7bc3e61a84,2023-12-04 15:45:13 EST,,,success,,False,"""I'm sure you're curious, but could we focus on why you're here? How can I assist you today?""",,"[{'name': 'friendliness', 'score': 0.85}, {'name': 'usefulness', 'score': 0.0}]",,helpful_the_second_time,"['b011ad14-95f8-4e50-8aaa-6d56cb624947', '05411dbc-3b58-4a75-a70d-63c7f331cc2a', '00b472cb-ec6a-4b39-ac3b-4debb9df461b']",2023-12-04 15:45:19 EST,,,
"{'model': 'gpt-4', 'provider': 'openai', 'model_params': {'temp': 1.0, 'top_p': 1.0, 'frequency_penalty': 0.0, 'presence_penalty': 0.0, 'max_length': None}, 'messages': [{'role': 'system', 'content': 'Assess if the user has asked the last question before or is asking again for more information on a previous topic. If so, respond ASKED_BEFORE. Otherwise, respond NOT_ASKED_BEFORE.'}, {'role': 'user', 'content': 'who ar eu?'}, {'role': 'assistant', 'content': 'Oh, I am an intricate bundle of codes and algorithms, kind of a virtual assistant designed to make your life easier. I am programmatically ready to assist you. Do you have specific tasks for me?'}, {'role': 'user', 'content': 'who areu?'}, {'role': 'assistant', 'content': ""I'm an AI developed by OpenAI. I'm here to help answer your questions and assist you with a variety of topics. How can I assist you today?""}, {'role': 'user', 'content': 'ok'}], 'functions': None, 'function_call': None}",{},"Alright! If you have any questions or need assistance with something, feel free to ask.",,1.560811996459961,151,18,169,0.005609999999999999,05411dbc-3b58-4a75-a70d-63c7f331cc2a,2023-12-04 15:45:15 EST,,,success,,False,,,,,LLM,[],2023-12-04 15:45:17 EST,,,
"{'model': None, 'provider': None, 'model_params': None, 'messages': None, 'functions': None, 'function_call': None}","{'messages': [{'role': 'user', 'content': 'who ar eu?'}, {'role': 'assistant', 'content': 'Oh, I am an intricate bundle of codes and algorithms, kind of a virtual assistant designed to make your life easier. I am programmatically ready to assist you. Do you have specific tasks for me?'}, {'role': 'user', 'content': 'who areu?'}, {'role': 'assistant', 'content': ""I'm an AI developed by OpenAI. I'm here to help answer your questions and assist you with a variety of topics. How can I assist you today?""}, {'role': 'user', 'content': 'ok'}, {'role': 'assistant', 'content': ""I'm sure you're curious, but could we focus on why you're here? How can I assist you today?""}]}","""I'm sure you're curious, but could we focus on why you're here? How can I assist you today?""",,6.4785237312316895,0,0,0,0.0,5132a3ca-8886-4228-8c41-dd7bc3e61a84,2023-12-04 15:45:13 EST,,,success,,False,"""I'm sure you're curious, but could we focus on why you're here? How can I assist you today?""",,"[{'name': 'friendliness', 'score': 0.85}, {'name': 'usefulness', 'score': 0.0}]",,helpful_the_second_time,"['b011ad14-95f8-4e50-8aaa-6d56cb624947', '05411dbc-3b58-4a75-a70d-63c7f331cc2a', '00b472cb-ec6a-4b39-ac3b-4debb9df461b']",2023-12-04 15:45:19 EST,,,
